RpdID,PlanStringID,Subject,DepartmentID,PlanID,SpecialtyCipher
16990,2108623,Производственная практика (организационно-управленческая практика),8,7218,27.04.05
16832,2108623,Производственная практика (организационно-управленческая практика),8,7218,27.04.05
16823,2108627,Производственная практика (преддипломная практика),8,7218,27.04.05
16989,2108628,Производственная практика (проектная практика),8,7218,27.04.05
16878,2108628,Производственная практика (проектная практика),8,7218,27.04.05
16875,2108712,Развитие системы управления промышленной организации,8,7220,27.04.05
16975,2108696,Информационная безопасность интегрированных систем управления промышленными системами,58,7220,27.04.05
18720,2108758,Стратегическое планирование,15,7222,38.04.02
18851,2131928,Методы научных исследований,8,7627,27.04.05
3957,2027263,Машинное обучение и анализ данных,25,5371,27.04.04
2922,2027264,Лазерная техника и технологии,37,5362,13.04.02
2919,2027265,Основы конструирования электротехнических устройств,37,5362,13.04.02
3956,2027266,Машинное обучение и анализ данных,25,5370,27.04.04
18933,2132030,Инновационная информатика и программная инженерия (Innovative Computer Science and Software Engineering),8,7629,27.04.05
5055,2024316,Производственная практика (научно-исследовательская работа),21,5410,11.04.04
10811,2054520,Экология,7,5975,11.03.04
2304,2067609,История России,40,5637,04.03.02
18811,2129769,Философия,99,7594,20.03.01
18800,2129771,Математический анализ,99,7594,20.03.01
17317,2132508,Информационные технологии и компьютерная безопасность,23,7239,13.04.02
16358,2108422,Методологические основы устойчивого развития производственных систем,15,7213,38.04.02
16363,2108427,Стратегическое планирование,15,7213,38.04.02
16366,2108430,Современные модели совершенства бизнеса и устойчивого развития,15,7213,38.04.02
16368,2108432,Менеджмент процессов и систем,15,7213,38.04.02
16380,2108448,Управление интеллектуальной собственностью,15,7213,38.04.02
16385,2108454,Деловой английский язык в профессиональной сфере,15,7213,38.04.02
11860,2097786,Коммерциализация результатов научных исследований и разработок,19,6846,27.04.04
16185,2048656,Математический анализ,4,5860,27.03.04
4706,2048682,Метрология,10,5860,27.03.04
4707,2048683,Метрология и информационно-измерительная техника,10,5860,27.03.04
4047,2048610,Микропроцессорные устройства систем управления,25,5860,27.03.04
4052,2048613,Цифровые системы управления,25,5860,27.03.04
6467,2048615,Силовая электроника,25,5860,27.03.04
4058,2048615,Силовая электроника,25,5860,27.03.04
4055,2048616,Основы мехатроники и робототехники,25,5860,27.03.04
4080,2048626,Проектирование электронных устройств,25,5860,27.03.04
4083,2048632,Техническое зрение,25,5860,27.03.04
8233,2048638,Физическая культура и спорт,33,5860,27.03.04
10037,2048645,Энергоаудит,37,5860,27.03.04
11110,2048686,Возобновляемая энергетика,37,5860,27.03.04
9881,2048686,Возобновляемая энергетика,37,5860,27.03.04
10718,2048693,Безопасность жизнедеятельности,39,5860,27.03.04
8493,2048660,Правоведение,40,5860,27.03.04
4945,2048666,Конфликтология,42,5860,27.03.04
18265,2104214,Философия,99,6891,27.03.04
14861,2104215,Правоведение,99,6891,27.03.04
15784,2104225,Введение в специальность,99,6891,27.03.04
17348,2101187,Экономика  электроэнергетики,19,6891,27.03.04
8904,2104218,Теоретические основы электротехники,29,6891,27.03.04
11697,2104226,Возобновляемая энергетика,37,6891,27.03.04
9633,2101207,История России,40,6891,27.03.04
17033,2109307,Материалы фотоники и фотовольтаики (Materials for Photonics and Photovoltaics),11,7233,11.04.04
17036,2109308,Основы оптики и фотоники (Fundamentals of Optics and Photonics),11,7233,11.04.04
17055,2109323,Лазерные системы (Advanced Laser Systems),11,7233,11.04.04
17054,2109323,Лазерные системы (Advanced Laser Systems),11,7233,11.04.04
17037,2109326,Лазерные технологии (Laser Technologies),11,7233,11.04.04
17024,2109326,Лазерные технологии (Laser Technologies),11,7233,11.04.04
17028,2109318,Коммерциализация результатов научных исследований и разработок (Commercialization of Results of Scientific Research and Development),19,7233,11.04.04
17030,2109331,Внешнеэкономическая деятельность организаций (Foreign Economic Activity of Organizations),19,7233,11.04.04
6545,2027188,Современные модели совершенства бизнеса и устойчивого развития,15,5479,38.04.02
4257,2027188,Современные модели совершенства бизнеса и устойчивого развития,15,5479,38.04.02
1580,2027188,Современные модели совершенства бизнеса и устойчивого развития,15,5479,38.04.02
6635,2027190,Менеджмент процессов и систем,15,5479,38.04.02
6539,2027190,Менеджмент процессов и систем,15,5479,38.04.02
4258,2027190,Менеджмент процессов и систем,15,5479,38.04.02
1582,2027190,Менеджмент процессов и систем,15,5479,38.04.02
4260,2027206,Управление интеллектуальной собственностью,15,5479,38.04.02
1708,2027211,Русский язык как иностранный,41,5479,38.04.02
6538,2027212,Деловой английский язык в профессиональной сфере,15,5479,38.04.02
6537,2027212,Деловой английский язык в профессиональной сфере,15,5479,38.04.02
6536,2027212,Деловой английский язык в профессиональной сфере,15,5479,38.04.02
4259,2027212,Деловой английский язык в профессиональной сфере,15,5479,38.04.02
1584,2027212,Деловой английский язык в профессиональной сфере,15,5479,38.04.02
1571,2027222,Методологические основы устойчивого развития производственных систем,15,5480,38.04.02
1573,2027226,Современные модели совершенства бизнеса и устойчивого развития,15,5480,38.04.02
1579,2027226,Современные модели совершенства бизнеса и устойчивого развития,15,5480,38.04.02
1574,2027227,Менеджмент процессов и систем,15,5480,38.04.02
1949,2027234,Производственная практика (научно-исследовательская работа),15,5480,38.04.02
1948,2027235,Производственная практика (преддипломная практика),15,5480,38.04.02
1709,2027239,Русский язык как иностранный,41,5480,38.04.02
1547,2027239,Русский язык как иностранный,41,5480,38.04.02
1575,2027240,Деловой английский язык в профессиональной сфере,15,5480,38.04.02
1706,2027307,Методы научных исследований,8,5482,27.04.02
2533,2031064,Информационные технологии в приборостроении,10,5566,12.04.01
2534,2031066,Социальные коммуникации в профессиональной среде,42,5566,12.04.01
1876,2031067,Современные проблемы электроники и микропроцессорные системы в приборостроении,34,5566,12.04.01
2535,2031079,Локальные измерительно-вычислительные системы,10,5566,12.04.01
13026,2031082,Иностранный язык,9,5566,12.04.01
1873,2031082,Иностранный язык,9,5566,12.04.01
2539,2031093,Коммерциализация результатов научных исследований и разработок,19,5567,12.04.01
1870,2031095,История науки и техники приборостроения,34,5567,12.04.01
2541,2031096,Социальные коммуникации в профессиональной среде,42,5567,12.04.01
1857,2031098,Моделирование технических систем,13,5567,12.04.01
1859,2031100,Инерциальные навигационные системы,13,5567,12.04.01
1868,2031111,Учебная практика (проектно-конструкторская практика),13,5567,12.04.01
1866,2031112,Производственная практика (научно-исследовательская работа),13,5567,12.04.01
2542,2031115,Локальные измерительно-вычислительные системы,10,5567,12.04.01
2545,2031118,Иностранный язык,13,5567,12.04.01
11992,2031119,Русский язык как иностранный,41,5567,12.04.01
2544,2031119,Русский язык как иностранный,41,5567,12.04.01
6625,2031769,Системы обеспечения безопасности технических средств управления,39,5578,13.04.02
10045,2080881,Теоретические основы электротехники,29,6539,11.05.01
10378,2080897,Устройства сверхвысоких частот,28,6539,11.05.01
6964,2031781,Теория принятия решений,23,5578,13.04.02
1737,2031791,Индустриальные помехи и электромагнитная совместимость в электроэнергетике,29,5578,13.04.02
1851,2034546,Разработка и реализация коммуникационной стратегии,26,5632,42.04.01
1937,2034555,Медиакоммуникационные системы,26,5632,42.04.01
5471,2034644,Модели объектов и процессов информационных систем,2,5635,09.04.02
5461,2034660,Безопасные информационные технологии и системы,2,5635,09.04.02
5478,2034664,Иностранный язык,9,5635,09.04.02
11038,2034674,Информатика,10,5636,12.03.01
10339,2034676,Экология,7,5636,12.03.01
10154,2034683,Моделирование систем автоматического управления,13,5636,12.03.01
4848,2034684,Социология,42,5636,12.03.01
1962,2034685,Основы проектирования приборов и систем,13,5636,12.03.01
11041,2034688,Информационные технологии,10,5636,12.03.01
10343,2034689,Компьютерная графика,18,5636,12.03.01
3608,2034691,Экономика,19,5636,12.03.01
10335,2034701,Элективные курсы по физической культуре и спорту,33,5636,12.03.01
2736,2034734,Экономика,19,5637,04.03.02
2737,2034736,Метрология и измерительная техника,10,5637,04.03.02
2311,2034749,Иностранный язык,9,5637,04.03.02
1969,2034774,Численные методы и программы в механике,18,5637,04.03.02
5293,2034775,Возобновляемые источники энергии,11,5637,04.03.02
5305,2034784,Материалы солнечной энергетики,11,5637,04.03.02
2742,2034785,Управление личными финансами,19,5637,04.03.02
2314,2034790,Коммерциализация результатов научных исследований и разработок,19,5638,04.04.02
1885,2034836,Организационное поведение,42,5639,15.04.06
13648,2095139,Алгебра и геометрия,5,6786,09.03.04
1904,2034843,Основы промышленной цифровизации,25,5639,15.04.06
1906,2034846,Разработка программного обеспечения для  робототехнических систем,25,5639,15.04.06
1907,2034847,Конструирование мехатронных модулей,25,5639,15.04.06
10669,2095152,Безопасность жизнедеятельности,39,6786,09.03.04
11249,2095221,Основы программирования на языке Ассемблера,58,6786,09.03.04
8239,2096021,Математический анализ,5,6797,09.03.04
8245,2096057,Математическая логика и теория алгоритмов,5,6797,09.03.04
10600,2096104,Численное моделирование,5,6797,09.03.04
8401,2096054,Вычислительная математика,14,6797,09.03.04
8370,2096061,Производственная практика (преддипломная практика),14,6797,09.03.04
8368,2096078,Производственная практика (научно-исследовательская работа),14,6797,09.03.04
8243,2096034,Физическая культура и спорт,33,6797,09.03.04
8249,2096045,Элективные курсы по физической культуре и спорту,33,6797,09.03.04
10670,2096033,Безопасность жизнедеятельности,39,6797,09.03.04
5322,2034866,Аналитическая химия биосовместимых материалов,31,5637,04.03.02
8237,2096019,Философия,43,6797,09.03.04
8248,2096044,Криптография и защита информации,58,6797,09.03.04
16121,2094771,Введение в квантовые вычисления,5,6781,01.03.02
13102,2094703,Безопасность жизнедеятельности,39,6781,01.03.02
10682,2094703,Безопасность жизнедеятельности,39,6781,01.03.02
11359,2094702,Социология,42,6781,01.03.02
8282,2095677,Тестирование программного обеспечения,2,6792,01.03.02
8272,2095602,Алгебра и геометрия,5,6792,01.03.02
8273,2095603,Математический анализ,5,6792,01.03.02
8278,2095617,Математическая логика и теория алгоритмов,5,6792,01.03.02
8277,2095618,Дискретная математика и теоретическая информатика,5,6792,01.03.02
8280,2095620,Теория вероятностей и математическая статистика,5,6792,01.03.02
8290,2095634,Специальные главы математического анализа,5,6792,01.03.02
8288,2095660,Иностранный язык,9,6792,01.03.02
8385,2095605,Программирование,14,6792,01.03.02
8388,2095622,Объектно-ориентированное программирование,14,6792,01.03.02
8398,2095644,Учебная практика (технологическая (проектно-технологическая) практика),14,6792,01.03.02
8399,2095645,Производственная практика (преддипломная практика),14,6792,01.03.02
8407,2095646,Выполнение и защита выпускной квалификационной работы,14,6792,01.03.02
8386,2095648,Информатика,14,6792,01.03.02
8397,2095657,Производственная практика (научно-исследовательская работа),14,6792,01.03.02
8396,2095658,Производственная практика (технологическая (проектно-технологическая) практика),14,6792,01.03.02
13107,2095614,Безопасность жизнедеятельности,39,6792,01.03.02
10683,2095614,Безопасность жизнедеятельности,39,6792,01.03.02
13644,2094873,Алгебра и геометрия,5,6783,09.03.01
8110,2094932,Специальные главы математического анализа,5,6783,09.03.01
15724,2094951,Статистический анализ и введение в биостатистику,5,6783,09.03.01
8827,2094907,Учебная практика (технологическая (проектно-технологическая) практика),6,6783,09.03.01
8831,2094908,Производственная практика (преддипломная практика),6,6783,09.03.01
8833,2094909,Выполнение и защита выпускной квалификационной работы,6,6783,09.03.01
9198,2094923,Производственная практика (научно-исследовательская работа),6,6783,09.03.01
9194,2094924,Производственная практика (технологическая (проектно-технологическая) практика),6,6783,09.03.01
8800,2094948,Введение в многоагентные системы,6,6783,09.03.01
11190,2094949,Основы бизнес-планирования,19,6783,09.03.01
10673,2094883,Безопасность жизнедеятельности,39,6783,09.03.01
8786,2094872,Философия,43,6783,09.03.01
15924,2095833,Алгебраические структуры,5,6794,09.03.01
9665,2095791,Объектно-ориентированное программирование,6,6794,09.03.01
9272,2095791,Объектно-ориентированное программирование,6,6794,09.03.01
9666,2095821,Организация процессов  и программирование в среде Linux,6,6794,09.03.01
9274,2095821,Организация процессов  и программирование в среде Linux,6,6794,09.03.01
9193,2095822,Производственная практика (научно-исследовательская работа),6,6794,09.03.01
10496,2095848,Основы бизнес-планирования,19,6794,09.03.01
15904,2095839,Компьютерная графика,24,6794,09.03.01
13112,2095782,Безопасность жизнедеятельности,39,6794,09.03.01
10679,2095782,Безопасность жизнедеятельности,39,6794,09.03.01
10097,2100239,Алгебра и геометрия,5,6876,09.03.01
8802,2100268,Этика и безопасность искусственного интеллекта,6,6876,09.03.01
8722,2100284,Узлы и устройства цифровых систем,6,6876,09.03.01
8809,2100289,Производственная практика (научно-исследовательская работа),6,6876,09.03.01
8808,2100290,Производственная практика (технологическая (проектно-технологическая) практика),6,6876,09.03.01
8807,2100315,Анализ данных в программах с открытым кодом,6,6876,09.03.01
12195,2100292,Иностранный язык,9,6876,09.03.01
11192,2100314,Основы бизнес-планирования,19,6876,09.03.01
11077,2100314,Основы бизнес-планирования,19,6876,09.03.01
10107,2100314,Основы бизнес-планирования,19,6876,09.03.01
8906,2100279,Теоретические основы электротехники,29,6876,09.03.01
8498,2100279,Теоретические основы электротехники,29,6876,09.03.01
8469,2100279,Теоретические основы электротехники,29,6876,09.03.01
8628,2100279,Теоретические основы электротехники,29,6876,09.03.01
10184,2100241,Физика,30,6876,09.03.01
10251,2100323,Основы информационной безопасности,58,6876,09.03.01
9779,2094978,Методы и средства проектирования информационных систем,2,6784,09.03.02
9749,2094989,Архитектура информационных систем,2,6784,09.03.02
9755,2094991,Инфокоммуникационные системы и сети,2,6784,09.03.02
9778,2095018,Машинное обучение,2,6784,09.03.02
11250,2095042,Основы программирования на языке Ассемблера,58,6784,09.03.02
8785,2095860,Философия,43,6795,09.03.02
13920,2095087,Основы компьютерного дизайна,2,6785,09.03.02
12056,2095057,Экология,7,6785,09.03.02
3210,2036692,Теоретические основы электротехники,29,5673,11.03.02
3209,2036692,Теоретические основы электротехники,29,5673,11.03.02
10664,2036698,Безопасность жизнедеятельности,39,5673,11.03.02
6334,2036705,Экономика организации,19,5673,11.03.02
10645,2095344,Безопасность жизнедеятельности,39,6788,27.03.03
11836,2096237,Большие данные,2,6799,27.03.03
10644,2096214,Безопасность жизнедеятельности,39,6799,27.03.03
14803,2096260,Русский язык как иностранный,41,6799,27.03.03
12846,2083053,Алгебра и геометрия,4,6575,13.03.02
18397,2094160,Лазерные системы (Laser Systems),13,6771,12.04.04
18385,2094146,Коммерциализация результатов научных исследований и разработок (Commercialization of Results of Scientific Research and Development),19,6771,12.04.04
15268,2100563,Метрология и измерительная техника,10,6880,12.03.01
17440,2100608,Технология производства элементов гироскопических приборов,13,6880,12.03.01
13734,2100577,Экономика,19,6880,12.03.01
10268,2100562,Теоретические основы электротехники,29,6880,12.03.01
10267,2100562,Теоретические основы электротехники,29,6880,12.03.01
10580,2100562,Теоретические основы электротехники,29,6880,12.03.01
2953,2036750,Теоретические основы электротехники,29,5674,11.03.02
2913,2036762,Информатика,22,5674,11.03.02
2963,2036764,Физические основы микро- и наноэлектроники,16,5674,11.03.02
2712,2036866,Теоретические основы электротехники,29,5676,11.03.02
10663,2036872,Безопасность жизнедеятельности,39,5676,11.03.02
4621,2036878,Информатика,22,5676,11.03.02
4403,2036883,Схемотехника аналоговых устройств,22,5676,11.03.02
4404,2036886,Электропреобразовательные устройства телекоммуникационных систем,22,5676,11.03.02
4410,2036898,Учебная практика (ознакомительная практика),22,5676,11.03.02
4412,2036899,Производственная практика (преддипломная практика),22,5676,11.03.02
4413,2036900,Выполнение и защита выпускной квалификационной работы,22,5676,11.03.02
4405,2036902,Микропроцессорные устройства,22,5676,11.03.02
4411,2036903,Производственная практика (технологическая (проектно-технологическая) практика),22,5676,11.03.02
4408,2036904,Устройства генерирования колебаний и формирования сигналов телекоммуникационных систем,22,5676,11.03.02
4620,2036906,Цифровые методы формирования сигналов,22,5676,11.03.02
4409,2036908,Инженерный дизайн,22,5676,11.03.02
17812,2109818,Теория менеджмента,8,7242,27.03.02
18741,2108463,Методы научных исследований,8,7214,38.04.02
18742,2108464,Методологические основы устойчивого развития производственных систем,15,7214,38.04.02
18744,2108466,Стратегическое планирование,15,7214,38.04.02
18746,2108468,Современные модели совершенства бизнеса и устойчивого развития,15,7214,38.04.02
18747,2108469,Менеджмент процессов и систем,15,7214,38.04.02
18755,2108480,Деловой английский язык в профессиональной сфере,15,7214,38.04.02
17613,2070759,Технико-экономическое обоснование производства,15,6338,11.03.04
13242,2070710,Материалы электронной техники,17,6338,11.03.04
6394,2070710,Материалы электронной техники,17,6338,11.03.04
6393,2070709,Экономика,19,6338,11.03.04
7226,2070717,Твердотельная электроника,21,6338,11.03.04
9700,2070724,Вакуумная и плазменная электроника,21,6338,11.03.04
6750,2070722,Теоретические основы электротехники,29,6338,11.03.04
6658,2070722,Теоретические основы электротехники,29,6338,11.03.04
6403,2070722,Теоретические основы электротехники,29,6338,11.03.04
6421,2070716,Аналоговая схемотехника,36,6338,11.03.04
6424,2070726,Цифровая схемотехника,36,6338,11.03.04
6435,2070735,Выполнение и защита выпускной квалификационной работы,36,6338,11.03.04
6372,2070745,Алгебра и геометрия,36,6338,11.03.04
9815,2086274,Психология,43,6626,11.03.04
9408,2087980,Электродинамика,35,6666,11.03.04
2635,2037853,История,40,5695,13.03.02
2622,2037856,Алгебра и геометрия,4,5695,13.03.02
2630,2037860,Информационные технологии,37,5695,13.03.02
2617,2037864,Электротехническое материаловедение,37,5695,13.03.02
2616,2037864,Электротехническое материаловедение,37,5695,13.03.02
2623,2037865,Аналоговая электроника,37,5695,13.03.02
2625,2037869,Введение в специальность,37,5695,13.03.02
2583,2037875,Источники питания автоматизированных электротехнологических установок и систем,37,5695,13.03.02
7078,2037877,Проектирование электротехнологических установок,37,5695,13.03.02
2636,2037883,Основы систем автоматизированного проектирования электротехнологических установок,37,5695,13.03.02
2627,2037886,Высокочастотный нагрев диэлектриков,37,5695,13.03.02
2585,2037895,Основы инженерной защиты окружающей среды,37,5695,13.03.02
2650,2037897,Теоретические основы высокочастотной электротехники,37,5695,13.03.02
4779,2037908,Возобновляемая энергетика,37,5695,13.03.02
2626,2037908,Возобновляемая энергетика,37,5695,13.03.02
2634,2037909,Информатика,23,5695,13.03.02
2648,2037916,Конфликтология,42,5695,13.03.02
2633,2037924,Иностранный язык,9,5695,13.03.02
2581,2037925,Русский язык как иностранный,41,5695,13.03.02
5280,2037926,Основы русскоязычной коммуникации в профессиональной сфере,41,5695,13.03.02
3040,2038324,Физика,30,5701,13.03.02
3031,2038375,Электрические машины устройств с нетрадиционными и возобновляемыми источниками энергии,23,5701,13.03.02
10823,2040726,Экология,7,5735,27.03.02
7567,2040728,Философия,43,5735,27.03.02
6604,2040728,Философия,43,5735,27.03.02
10717,2040733,Безопасность жизнедеятельности,39,5735,27.03.02
5133,2040745,Общая теория статистики,19,5735,27.03.02
3203,2040746,Экономика организации,19,5735,27.03.02
7176,2040747,Экономико-математические методы и модели,8,5735,27.03.02
5238,2040753,Логистика,8,5735,27.03.02
5614,2052500,R&D проект,6,5932,09.04.01
2369,2041030,Психология бизнеса,19,5738,27.03.05
10721,2041084,Безопасность жизнедеятельности,39,5739,27.03.05
10834,2041101,Экология,7,5739,27.03.05
7364,2038666,Системы управления электроприводами,23,5705,13.03.02
6981,2038666,Системы управления электроприводами,23,5705,13.03.02
7277,2038680,Электрические измерения в электроприводе,23,5705,13.03.02
2316,2034812,Русский язык как иностранный,41,5638,04.04.02
5281,2038703,Основы русскоязычной коммуникации в профессиональной сфере,41,5705,13.03.02
6505,2038712,Тайм-менеджмент,19,5705,13.03.02
8153,2038730,Метрология,10,5705,13.03.02
4734,2038790,Нейросетевое моделирование и управление электротехническими и робототехническими системами,29,5706,13.04.02
2422,2038809,Социальные коммуникации в профессиональной среде (Social Communication in Professional Environment),42,5707,13.04.02
2424,2038810,Информационное обеспечение в электроэнергетике (Information Support in the Electric Power Industry),23,5707,13.04.02
2425,2038811,Преобразователи энергии (Power Converters),23,5707,13.04.02
2435,2038812,Энергоменеджмент (Energy Management),19,5707,13.04.02
2423,2038813,История науки и техники в области технических наук (History of Science and Technology in the Field of Technical Systems),25,5707,13.04.02
2428,2038815,Эффективные промышленные установки (Efficient Industrial Installations),37,5707,13.04.02
2427,2038816,Альтернативная энергетика (Alternative Energy),37,5707,13.04.02
2429,2038817,Системы обеспечения безопасности технических средств управления (Systems of Ensuring the Safety for Technical Control Devises),39,5707,13.04.02
2430,2038818,Средства автоматизации станций возобновляемой энергии (Renewable Energy Automation Stations),23,5707,13.04.02
2434,2038821,Математическое моделирование объектов и систем управления (Mathematical Modeling of Objects and Automatic Control Systems),12,5707,13.04.02
2440,2038825,Производственная практика (преддипломная практика) (Internship (Pre-degree Internship)),37,5707,13.04.02
2443,2038827,Проектирование робототехнических систем (Robotics System Design),25,5707,13.04.02
2431,2038828,Интеллектуальные системы управления станциями возобновляемой энергии (Intelligent Control Systems for Renewable Energy Stations),23,5707,13.04.02
2432,2038829,Моделирование процессов в электроэнергетике (Modeling of Processes in Power Industry),37,5707,13.04.02
2437,2038832,Иностранный язык (Foreign Language),9,5707,13.04.02
2436,2038833,Русский язык как иностранный (Russian as a Foreign Language),41,5707,13.04.02
9375,2038881,Энергоменеджмент,19,5709,13.04.02
3200,2038914,Промышленные электротехнологические установки,37,5709,13.04.02
2013,2034725,Безопасность жизнедеятельности,39,5637,04.03.02
2743,2034739,Межличностные коммуникации в малых группах и организациях,42,5637,04.03.02
10712,2038936,Системы обеспечения безопасности технических средств управления,39,5709,13.04.02
10713,2038939,Электромагнитная совместимость  электрооборудования автономных объектов,39,5709,13.04.02
4885,2041365,Социология,42,5744,42.03.01
5937,2041370,Организация работы отдела рекламы и связей с общественностью,26,5744,42.03.01
9652,2101124,История России,40,6890,13.03.02
1934,2034828,Теория принятия решений,23,5639,15.04.06
1930,2034832,Иностранный язык,9,5639,15.04.06
1917,2034825,Преобразователи частоты,25,5639,15.04.06
10677,2097899,Безопасность жизнедеятельности,39,6847,09.03.01
7570,2040989,Философия,43,5738,27.03.05
10720,2040993,Безопасность жизнедеятельности,39,5738,27.03.05
10833,2041010,Экология,7,5738,27.03.05
5135,2041012,Общая теория статистики,19,5738,27.03.05
7824,2041013,Экономика организации,19,5738,27.03.05
6745,2041062,Основы информационной безопасности,8,5738,27.03.05
581,2021989,Моделирование изначально сложных систем,23,5373,13.04.02
628,2024333,Русский язык как иностранный,41,5373,13.04.02
5772,2021996,Организационное поведение,42,5373,13.04.02
499,2021996,Организационное поведение,42,5373,13.04.02
10886,2041305,Иностранный язык,9,5744,42.03.01
5752,2041309,Информационные технологии и базы данных в прикладных коммуникациях,14,5744,42.03.01
5947,2041310,Введение в коммуникационные специальности,26,5744,42.03.01
5948,2041311,Основы теории коммуникации,26,5744,42.03.01
5949,2041314,Теория и практика связей с общественностью,26,5744,42.03.01
5950,2041315,Теория и практика рекламы,26,5744,42.03.01
5955,2041317,Речевая коммуникация в связях с общественностью и рекламе,26,5744,42.03.01
5954,2041318,Основы маркетинга,26,5744,42.03.01
5934,2041319,Маркетинговые исследования в коммерческой и производственной сфере,26,5744,42.03.01
5936,2041320,Разработка и производство рекламной продукции,26,5744,42.03.01
5958,2041321,Организация и проведение коммуникационных кампаний,26,5744,42.03.01
5959,2041322,Социология рекламы и связей с общественностью,26,5744,42.03.01
10636,2041323,Безопасность жизнедеятельности,39,5744,42.03.01
5935,2041325,Основы брендинга,26,5744,42.03.01
5932,2041329,Информационно-коммуникационные технологии в проектах рекламы и связей с общественностью,26,5744,42.03.01
5933,2041331,Современные технологии мультимедиа в рекламе и связях с общественностью,26,5744,42.03.01
5940,2041335,Риторика,26,5744,42.03.01
5941,2041343,Международные бизнес-коммуникации (на английском языке),26,5744,42.03.01
5943,2041347,Корпоративная социальная ответственность бизнеса,26,5744,42.03.01
5944,2041348,Психология творческой деятельности в рекламе и связях с общественностью,26,5744,42.03.01
5942,2041350,Разработка проектов в международной сфере (на английском языке),26,5744,42.03.01
5963,2041353,Учебная практика (профессионально-ознакомительная практика),26,5744,42.03.01
5964,2041354,Производственная практика (профессионально-творческая практика),26,5744,42.03.01
5965,2041355,Производственная практика (преддипломная практика),26,5744,42.03.01
5968,2041356,Подготовка к процедуре защиты и защита выпускной квалификационной работы,26,5744,42.03.01
5966,2041357,Коммуникации с органами государственной власти,26,5744,42.03.01
5967,2041358,Связи с общественностью в некоммерческой сфере,26,5744,42.03.01
5945,2041359,История литературы,26,5744,42.03.01
5946,2041360,История искусства,26,5744,42.03.01
5951,2041361,Редактирование текстов массовой коммуникации,26,5744,42.03.01
5952,2041363,Теория и практика медиакоммуникаций,26,5744,42.03.01
5953,2041364,Копирайтинг в оффлайн и онлайн средах,26,5744,42.03.01
5956,2041366,Интегрированные коммуникации,26,5744,42.03.01
5957,2041367,Цифровые коммуникации,26,5744,42.03.01
5960,2041368,Правовое регулирование связей с общественностью и рекламы,26,5744,42.03.01
5036,2041369,Психология рекламы и связей с общественностью,42,5744,42.03.01
5961,2041373,Менеджмент в рекламе и связях с общественностью,26,5744,42.03.01
5938,2041374,Этика профессиональных коммуникаций,26,5744,42.03.01
5962,2041375,Основы управления проектами в рекламе и связях с общественностью,26,5744,42.03.01
5939,2041377,Кросс-культурный анализ в международных проектах рекламы и связей с общественностью,26,5744,42.03.01
7240,2041836,Философия,43,5752,42.03.01
4884,2041869,Социология,42,5752,42.03.01
4807,2041875,Психология рекламы и связей с общественностью,42,5752,42.03.01
10635,2041876,Безопасность жизнедеятельности,39,5752,42.03.01
10803,2042655,Экология,7,5764,09.03.01
4529,2042694,Комбинаторика и теория графов,5,5764,09.03.01
4515,2043390,Иностранный язык,9,5775,09.04.01
6752,2043811,Алгебра и геометрия,5,5783,10.05.01
6032,2043811,Алгебра и геометрия,5,5783,10.05.01
6097,2043812,Математический анализ,5,5783,10.05.01
10821,2043818,Экология,7,5783,10.05.01
6555,2043819,Экономика,19,5783,10.05.01
10668,2043836,Безопасность жизнедеятельности,39,5783,10.05.01
6492,2043867,Алгебраические структуры,5,5783,10.05.01
6659,2044404,Экономика,19,5790,27.03.04
6557,2044404,Экономика,19,5790,27.03.04
7299,2044418,Дискретная математика и теоретическая информатика,5,5790,27.03.04
7398,2044440,Комбинаторика и теория графов,5,5790,27.03.04
7904,2045963,Компьютерные технологии в приборостроении,10,5812,12.03.01
10634,2047855,Безопасность жизнедеятельности,39,5849,42.03.01
4256,2027180,Методологические основы устойчивого развития производственных систем,15,5479,38.04.02
1731,2027180,Методологические основы устойчивого развития производственных систем,15,5479,38.04.02
1576,2027180,Методологические основы устойчивого развития производственных систем,15,5479,38.04.02
7336,2048701,Датчики,23,5861,27.03.04
6977,2048701,Датчики,23,5861,27.03.04
12180,2047075,Русский язык и культура речи,41,5836,12.03.04
8036,2047094,Информационные технологии,3,5836,12.03.04
8048,2047096,Экономика,19,5836,12.03.04
10827,2047097,Экология,7,5836,12.03.04
8038,2047100,Теоретические основы электротехники,29,5836,12.03.04
8562,2047100,Теоретические основы электротехники,29,5836,12.03.04
8057,2047128,Основы организации научных исследований,3,5836,12.03.04
7707,2047156,Экономика,19,5837,12.03.04
10830,2047157,Экология,7,5837,12.03.04
4730,2047160,Теоретические основы электротехники,29,5837,12.03.04
7387,2047162,Проектный менеджмент,8,5837,12.03.04
9617,2047190,Основы организации научных исследований,3,5837,12.03.04
10824,2047382,Экология,7,5841,27.03.02
5350,2047391,Метрология,10,5841,27.03.02
18009,2047394,Информационные технологии в управлении качеством,15,5841,27.03.02
11002,2047407,Методы принятия управленческих решений,15,5841,27.03.02
5344,2047409,Логистика,8,5841,27.03.02
18056,2047421,Информационные технологии в управлении предприятием,15,5841,27.03.02
5971,2047451,Бизнес-планирование инновационных проектов,8,5841,27.03.02
10903,2047463,Алгебра и геометрия,4,5842,27.03.05
10904,2047464,Математический анализ,4,5842,27.03.05
5483,2047466,Микроэкономика,44,5842,27.03.05
